@relation whatever

@attribute Participant numeric
@attribute FingersCount numeric
@attribute TouchArea numeric
@attribute SmallestInscribedCircleRadius numeric
@attribute MeanPairedDistance numeric
@attribute MedianPairedDistance numeric
@attribute MinPairedDistance numeric
@attribute MaxPairedDistance numeric
@attribute SDPairedDistance numeric
@attribute MeanCentroidVertexDistance numeric
@attribute MedianCentroidVertexDistance numeric
@attribute MinCentroidVertexDistance numeric
@attribute MaxCentroidVertexDistance numeric
@attribute SDCentroidVertexDistance numeric
@attribute MeanCircleCenterVertexDistance numeric
@attribute MedianCircleCenterVertexDistance numeric
@attribute MinCircleCenterVertexDistance numeric
@attribute MaxCircleCenterVertexDistance numeric
@attribute SDCircleCenterVertexDistance numeric
@attribute MeanAngleSuccessiveVertices numeric
@attribute MedianAngleSuccessiveVertices numeric
@attribute MinAngleSuccessiveVertices numeric
@attribute MaxAngleSuccessiveVertices numeric
@attribute SDAngleSuccessiveVertices numeric
@attribute class {Circle_4, Rectangle_5, Circle_5, Triangle_4, Triangle_5, Circle_3, Square_5, Square_4, Square_3, Triangle_3, Rectangle_3, Rectangle_4}

@data
1, 3, -3028.5, 52.27, 86.68, 79.31, 76.9, 103.83, 14.9, 49.93, 54.87, 38.91, 56, 9.56, 52.27, 52.27, 52.27, 52.27, 0, 2.09, 1.96, 1.9, 2.42, 0.29, Triangle_5
1, 3, -3093, 53.27, 87.91, 79.85, 77.83, 106.04, 15.74, 50.62, 56, 38.9, 56.95, 10.16, 53.27, 53.27, 53.27, 53.27, 0, 2.09, 1.95, 1.9, 2.44, 0.3, Triangle_5
1, 3, -2810.5, 50.77, 83.83, 78.39, 72.07, 101.02, 15.22, 48.28, 52.34, 37.23, 55.28, 9.69, 50.77, 50.77, 50.77, 50.77, 0, 2.09, 2, 1.85, 2.44, 0.31, Triangle_5
1, 3, -3010, 51.54, 86, 78.39, 77.62, 101.98, 13.85, 49.56, 54.47, 39.36, 54.84, 8.83, 51.54, 51.54, 51.54, 51.54, 0, 2.09, 1.95, 1.93, 2.41, 0.27, Triangle_5
1, 3, -2307, 42.66, 73.44, 74.03, 67.42, 78.87, 5.75, 42.4, 42.23, 39.2, 45.77, 3.29, 42.66, 42.66, 42.66, 42.66, 0, 2.09, 2.11, 1.95, 2.22, 0.14, Triangle_4
1, 3, -2359.5, 43.42, 74.55, 78.87, 65.74, 79.03, 7.63, 43.06, 40.71, 40.61, 47.85, 4.16, 43.42, 43.42, 43.42, 43.42, 0, 2.09, 2.2, 1.88, 2.2, 0.18, Triangle_4
1, 3, -2241.5, 41.97, 72.33, 73.93, 66.37, 76.69, 5.34, 41.76, 40.97, 39.24, 45.08, 3, 41.97, 41.97, 41.97, 41.97, 0, 2.09, 2.14, 1.95, 2.2, 0.13, Triangle_4
1, 3, -2369, 43.05, 74.27, 74.63, 69.35, 78.82, 4.74, 42.88, 42.78, 40.21, 45.65, 2.72, 43.05, 43.05, 43.05, 43.05, 0, 2.09, 2.11, 1.98, 2.2, 0.11, Triangle_4
1, 3, -2362.5, 42.94, 74.12, 75, 69.35, 78.01, 4.39, 42.79, 42.38, 40.53, 45.47, 2.5, 42.94, 42.94, 42.94, 42.94, 0, 2.09, 2.12, 1.98, 2.18, 0.1, Triangle_4
1, 3, -2369.5, 43.16, 74.38, 76.79, 67.96, 78.39, 5.62, 42.95, 41.67, 40.67, 46.51, 3.12, 43.16, 43.16, 43.16, 43.16, 0, 2.09, 2.15, 1.94, 2.19, 0.13, Triangle_4
1, 3, -2399, 43.67, 75.05, 76.58, 67.54, 81.02, 6.87, 43.33, 42.67, 39.84, 47.49, 3.87, 43.67, 43.67, 43.67, 43.67, 0, 2.09, 2.13, 1.92, 2.23, 0.16, Triangle_4
1, 3, -2406, 44.13, 75.5, 77.08, 66.21, 83.22, 8.61, 43.6, 43.05, 39.05, 48.7, 4.85, 44.13, 44.13, 44.13, 44.13, 0, 2.09, 2.14, 1.87, 2.27, 0.2, Triangle_4
1, 3, -2250, 43.09, 73.44, 78, 61.55, 80.78, 10.39, 42.44, 40.2, 38.33, 48.8, 5.58, 43.09, 43.09, 43.09, 43.09, 0, 2.09, 2.21, 1.8, 2.27, 0.26, Triangle_4
1, 3, -2327, 43.24, 74.13, 76.97, 65.07, 80.36, 8.03, 42.82, 41.45, 39.24, 47.76, 4.42, 43.24, 43.24, 43.24, 43.24, 0, 2.09, 2.17, 1.88, 2.24, 0.19, Triangle_4
1, 3, -2128.5, 42.09, 71.61, 76.49, 59.24, 79.1, 10.79, 41.39, 38.99, 37.21, 47.96, 5.76, 42.09, 42.09, 42.09, 42.09, 0, 2.09, 2.22, 1.78, 2.28, 0.27, Triangle_4
1, 3, -2073, 42.2, 71.33, 78.77, 56.29, 78.92, 13.02, 41.27, 37.4, 37.3, 49.1, 6.78, 42.2, 42.2, 42.2, 42.2, 0, 2.09, 2.29, 1.71, 2.29, 0.34, Triangle_4
1, 3, -3129, 51.82, 87.25, 85.96, 74.41, 101.39, 13.54, 50.35, 51.9, 41.6, 57.54, 8.09, 51.82, 51.82, 51.82, 51.82, 0, 2.09, 2.08, 1.83, 2.37, 0.27, Square_3
1, 3, -2804, 49.63, 82.93, 77.18, 73.54, 98.08, 13.25, 47.8, 51.75, 38.16, 53.48, 8.39, 49.63, 49.63, 49.63, 49.63, 0, 2.09, 1.98, 1.9, 2.4, 0.27, Square_3
1, 3, -2765, 49.35, 82.43, 78.19, 71.59, 97.51, 13.47, 47.52, 50.72, 37.96, 53.87, 8.43, 49.35, 49.35, 49.35, 49.35, 0, 2.09, 2.02, 1.86, 2.4, 0.28, Square_3
1, 3, -2800.5, 50.73, 83.69, 76.69, 73.36, 101.02, 15.1, 48.19, 53.01, 37, 54.56, 9.72, 50.73, 50.73, 50.73, 50.73, 0, 2.09, 1.96, 1.88, 2.44, 0.3, Square_3
1, 3, -2572, 49.81, 81.06, 75.03, 68.62, 99.54, 16.32, 46.64, 51.21, 34.59, 54.12, 10.54, 49.81, 49.81, 49.81, 49.81, 0, 2.09, 1.98, 1.82, 2.47, 0.34, Square_3
1, 3, -2213.5, 49.27, 77.27, 71.17, 62.39, 98.23, 18.68, 44.35, 49.46, 30.31, 53.27, 12.31, 49.27, 49.27, 49.27, 49.27, 0, 2.09, 1.99, 1.75, 2.55, 0.41, Square_3
1, 3, -2566.5, 49.8, 81.06, 76.49, 67.18, 99.5, 16.64, 46.66, 50.53, 34.68, 54.76, 10.59, 49.8, 49.8, 49.8, 49.8, 0, 2.09, 2.02, 1.79, 2.47, 0.35, Square_3
1, 3, -2643, 51.1, 82.62, 77.08, 68.59, 102.18, 17.46, 47.52, 52.01, 34.72, 55.83, 11.25, 51.1, 51.1, 51.1, 51.1, 0, 2.09, 2, 1.79, 2.49, 0.36, Square_3
1, 3, -2522, 50.54, 81.07, 73.54, 68.59, 101.08, 17.5, 46.59, 52.11, 33.35, 54.31, 11.52, 50.54, 50.54, 50.54, 50.54, 0, 2.09, 1.95, 1.83, 2.51, 0.36, Square_3
1, 3, -2133.5, 46.94, 74.93, 69.63, 61.29, 93.86, 16.92, 43.06, 47.48, 30.55, 51.17, 10.99, 46.94, 46.94, 46.94, 46.94, 0, 2.09, 2, 1.77, 2.52, 0.38, Square_3
1, 3, -2179, 49.22, 76.81, 68.77, 63.66, 98.01, 18.53, 44.04, 50.09, 29.73, 52.3, 12.44, 49.22, 49.22, 49.22, 49.22, 0, 2.09, 1.94, 1.79, 2.55, 0.4, Square_3
1, 3, -1879.5, 46.61, 72.3, 70.72, 53.41, 92.76, 19.72, 41.58, 44.61, 28.1, 52.03, 12.25, 46.61, 46.61, 46.61, 46.61, 0, 2.09, 2.11, 1.6, 2.57, 0.49, Square_3
1, 3, -3979.5, 85.06, 115.45, 112, 76.66, 157.69, 40.62, 65.92, 73.74, 36.48, 87.52, 26.41, 85.06, 85.06, 85.06, 85.06, 0, 2.09, 2.16, 1.4, 2.72, 0.66, Rectangle_5
1, 3, -4027.5, 84.96, 115.74, 111.83, 77.52, 157.88, 40.32, 66.07, 74.06, 36.67, 87.46, 26.32, 84.96, 84.96, 84.96, 84.96, 0, 2.09, 2.15, 1.42, 2.71, 0.65, Rectangle_5
1, 3, -3821.5, 83.02, 112.83, 108.67, 75.82, 154, 39.26, 64.38, 72.36, 35.59, 85.18, 25.74, 83.02, 83.02, 83.02, 83.02, 0, 2.09, 2.14, 1.42, 2.72, 0.65, Rectangle_5
1, 3, -4078, 85.31, 115.89, 108.41, 81.22, 158.05, 38.96, 65.95, 75.57, 36.08, 86.2, 26.41, 85.31, 85.31, 85.31, 85.31, 0, 2.09, 2.08, 1.49, 2.71, 0.61, Rectangle_5
1, 3, -3674, 84.49, 111.85, 104.69, 77.16, 153.71, 38.77, 63.55, 73.18, 33.67, 83.81, 26.42, 84.49, 84.49, 84.49, 84.49, 0, 2.09, 2.09, 1.46, 2.73, 0.63, Rectangle_5
1, 3, -3652, 84.13, 111.52, 104.8, 76.54, 153.21, 38.78, 63.39, 72.79, 33.68, 83.7, 26.3, 84.13, 84.13, 84.13, 84.13, 0, 2.09, 2.1, 1.45, 2.73, 0.64, Rectangle_5
1, 3, -4005.5, 80.61, 112.32, 100.6, 84.6, 151.74, 35.07, 63.86, 74.72, 35.79, 81.06, 24.51, 80.61, 80.61, 80.61, 80.61, 0, 2.09, 1.97, 1.63, 2.69, 0.54, Rectangle_5
1, 3, -3657.5, 88.82, 113.81, 105.95, 77.78, 157.69, 40.53, 64.5, 74.99, 32.8, 85.72, 27.97, 88.82, 88.82, 88.82, 88.82, 0, 2.09, 2.09, 1.44, 2.75, 0.66, Rectangle_5
1, 3, -3243, 87.62, 108.69, 97.95, 76.55, 151.58, 38.65, 61.31, 73.09, 29.68, 81.16, 27.69, 87.62, 87.62, 87.62, 87.62, 0, 2.09, 2.03, 1.49, 2.77, 0.64, Rectangle_5
1, 3, -3565.5, 87.14, 111.83, 101.91, 78.77, 154.81, 38.98, 63.28, 74.5, 32, 83.33, 27.44, 87.14, 87.14, 87.14, 87.14, 0, 2.09, 2.04, 1.49, 2.75, 0.63, Rectangle_5
1, 3, -3487.5, 87.94, 111.64, 103.32, 76.61, 155, 39.85, 63.21, 73.87, 31.73, 84.02, 27.73, 87.94, 87.94, 87.94, 87.94, 0, 2.09, 2.08, 1.44, 2.76, 0.66, Rectangle_5
1, 3, -3716.5, 89.56, 114.21, 101.36, 83.01, 158.26, 39.24, 64.48, 77.17, 32.11, 84.16, 28.25, 89.56, 89.56, 89.56, 89.56, 0, 2.09, 1.98, 1.55, 2.75, 0.61, Rectangle_5
1, 3, -5973, 77.43, 125.12, 124.89, 95.71, 154.77, 29.53, 72.15, 75, 53.29, 88.15, 17.6, 77.43, 77.43, 77.43, 77.43, 0, 2.09, 2.13, 1.66, 2.5, 0.42, Square_5
1, 3, -6048.5, 77.68, 125.47, 121.43, 99.64, 155.32, 28.06, 72.25, 77, 52.94, 86.8, 17.42, 77.68, 77.68, 77.68, 77.68, 0, 2.09, 2.07, 1.72, 2.49, 0.39, Square_5
1, 3, -5284.5, 75.83, 119.48, 114.83, 92.2, 151.4, 29.87, 68.7, 74.28, 47.67, 84.14, 18.87, 75.83, 75.83, 75.83, 75.83, 0, 2.09, 2.07, 1.67, 2.54, 0.44, Square_5
1, 3, -5623.5, 81.62, 127.25, 135.83, 82.93, 163, 40.72, 73.74, 73.37, 51.73, 96.13, 22.2, 81.62, 81.62, 81.62, 81.62, 0, 2.09, 2.29, 1.41, 2.58, 0.61, Square_5
1, 3, -4725, 77.94, 117.09, 112.87, 85.15, 153.26, 34.25, 67.17, 73.59, 42.8, 85.12, 21.88, 77.94, 77.94, 77.94, 77.94, 0, 2.09, 2.1, 1.57, 2.61, 0.52, Square_5
1, 3, -4446, 80.96, 116.85, 112.51, 82.04, 156, 37.17, 66.88, 74.14, 40.06, 86.45, 24.03, 80.96, 80.96, 80.96, 80.96, 0, 2.09, 2.11, 1.51, 2.66, 0.58, Square_5
1, 3, -4481.5, 80.96, 116.48, 105.42, 88.55, 155.47, 34.8, 66.41, 76.67, 39.07, 83.48, 23.92, 80.96, 80.96, 80.96, 80.96, 0, 2.09, 1.98, 1.64, 2.66, 0.52, Square_5
1, 3, -4366, 79.86, 115.34, 108.98, 83.19, 153.84, 35.76, 65.93, 74.01, 39.33, 84.44, 23.61, 79.86, 79.86, 79.86, 79.86, 0, 2.09, 2.07, 1.55, 2.66, 0.55, Square_5
1, 3, -4265, 81.39, 115.31, 107.94, 83.01, 154.98, 36.55, 65.79, 74.66, 38.09, 84.62, 24.5, 81.39, 81.39, 81.39, 81.39, 0, 2.09, 2.06, 1.55, 2.67, 0.56, Square_5
1, 3, -4340.5, 78.64, 114.05, 103.47, 86.98, 151.71, 33.64, 65.07, 74.88, 38.77, 81.57, 23.02, 78.64, 78.64, 78.64, 78.64, 0, 2.09, 1.99, 1.65, 2.65, 0.51, Square_5
1, 3, -4083, 80.26, 112.92, 103.09, 83.6, 152.08, 35.28, 64.31, 74.24, 36.67, 82.01, 24.24, 80.26, 80.26, 80.26, 80.26, 0, 2.09, 2.01, 1.6, 2.68, 0.55, Square_5
1, 3, -3810, 82.77, 111.43, 93.15, 89.02, 152.12, 35.3, 63.06, 77.07, 33.43, 78.68, 25.67, 82.77, 82.77, 82.77, 82.77, 0, 2.09, 1.83, 1.74, 2.71, 0.53, Square_5
1, 3, -1855, 55.72, 76.85, 68.07, 58.31, 104.18, 24.16, 43.64, 51.5, 24.07, 55.35, 17.06, 55.72, 55.72, 55.72, 55.72, 0, 2.09, 1.95, 1.64, 2.69, 0.54, Rectangle_3
1, 3, -1841, 55.01, 76.19, 65.25, 60.22, 103.09, 23.44, 43.24, 51.91, 23.9, 53.9, 16.78, 55.01, 55.01, 55.01, 55.01, 0, 2.09, 1.88, 1.72, 2.69, 0.52, Rectangle_3
1, 3, -1766, 55.06, 75.39, 67.36, 56.36, 102.46, 24.08, 42.8, 50.34, 23.4, 54.67, 16.94, 55.06, 55.06, 55.06, 55.06, 0, 2.09, 1.97, 1.61, 2.7, 0.55, Rectangle_3
1, 3, -1390, 59.23, 72.06, 65.28, 50, 100.9, 26.12, 40.61, 48.42, 19.27, 54.14, 18.7, 59.23, 59.23, 59.23, 59.23, 0, 2.09, 2.05, 1.45, 2.78, 0.66, Rectangle_3
1, 3, -1641, 54.79, 73.95, 69.78, 50.99, 101.08, 25.3, 42.1, 48.03, 22.9, 55.35, 17.02, 54.79, 54.79, 54.79, 54.79, 0, 2.09, 2.1, 1.47, 2.72, 0.63, Rectangle_3
1, 3, -1686.5, 55.03, 74.17, 63.82, 57.45, 101.24, 23.66, 42, 50.58, 22.36, 53.07, 17.06, 55.03, 55.03, 55.03, 55.03, 0, 2.09, 1.9, 1.68, 2.71, 0.54, Rectangle_3
1, 3, -1315, 60.93, 71.84, 67.07, 47.2, 101.24, 27.33, 40.53, 47.68, 18.86, 55.04, 19.12, 60.93, 60.93, 60.93, 60.93, 0, 2.09, 2.14, 1.35, 2.8, 0.73, Rectangle_3
1, 3, -1347.5, 61.86, 72.68, 67.03, 48.55, 102.46, 27.4, 40.94, 48.55, 18.86, 55.4, 19.42, 61.86, 61.86, 61.86, 61.86, 0, 2.09, 2.11, 1.38, 2.8, 0.71, Rectangle_3
1, 3, -1593.5, 53.69, 72.51, 66.65, 51.86, 99.02, 24.12, 41.19, 47.78, 22.25, 53.55, 16.65, 53.69, 53.69, 53.69, 53.69, 0, 2.09, 2.04, 1.53, 2.71, 0.59, Rectangle_3
1, 3, -1379, 55.15, 69.62, 57.2, 55.04, 96.63, 23.41, 39.18, 48.83, 19.05, 49.65, 17.44, 55.15, 55.15, 55.15, 55.15, 0, 2.09, 1.81, 1.72, 2.75, 0.57, Rectangle_3
1, 3, -1150.5, 53.84, 65.65, 60.44, 44.6, 91.92, 24.09, 37.06, 43.75, 17.75, 49.68, 16.99, 53.84, 53.84, 53.84, 53.84, 0, 2.09, 2.09, 1.42, 2.78, 0.68, Rectangle_3
1, 3, -1181.5, 56.79, 69.31, 72.4, 38.01, 97.51, 29.87, 39.86, 43.03, 20.72, 55.83, 17.77, 56.79, 56.79, 56.79, 56.79, 0, 2.09, 2.39, 1.08, 2.81, 0.9, Rectangle_3
1, 3, -6560.5, 79.37, 131.02, 146, 91.98, 155.08, 34.11, 76.04, 69.69, 62.81, 95.61, 17.3, 79.37, 79.37, 79.37, 79.37, 0, 2.09, 2.33, 1.53, 2.43, 0.49, Circle_5
1, 3, -5897, 76.62, 125.02, 134.71, 88.14, 152.2, 33.11, 72.45, 69.7, 56.44, 91.2, 17.54, 76.62, 76.62, 76.62, 76.62, 0, 2.09, 2.27, 1.54, 2.47, 0.49, Circle_5
1, 3, -6218.5, 79.24, 128.86, 138.93, 89.99, 157.65, 34.94, 74.68, 71.96, 57.68, 94.4, 18.51, 79.24, 79.24, 79.24, 79.24, 0, 2.09, 2.28, 1.52, 2.49, 0.51, Circle_5
1, 3, -5574.5, 76.55, 123.88, 138.57, 81.02, 152.03, 37.71, 72.04, 66.79, 56.2, 93.13, 19.02, 76.55, 76.55, 76.55, 76.55, 0, 2.09, 2.35, 1.43, 2.5, 0.58, Circle_5
1, 3, -5416.5, 77.82, 124, 137.9, 78.64, 155.47, 40.25, 72.15, 68.06, 53.99, 94.39, 20.51, 77.82, 77.82, 77.82, 77.82, 0, 2.09, 2.35, 1.38, 2.54, 0.62, Circle_5
1, 3, -5330.5, 76.76, 122.3, 133.65, 79.81, 153.44, 38.1, 71.02, 68.29, 52.62, 92.16, 19.91, 76.76, 76.76, 76.76, 76.76, 0, 2.09, 2.32, 1.42, 2.54, 0.59, Circle_5
1, 3, -5472, 76.09, 122.11, 130.06, 84.21, 152.05, 34.61, 70.72, 69.53, 52.59, 90.05, 18.76, 76.09, 76.09, 76.09, 76.09, 0, 2.09, 2.26, 1.5, 2.52, 0.53, Circle_5
1, 3, -5545, 77.46, 123.76, 132.98, 83.43, 154.86, 36.6, 71.74, 70.08, 53.03, 92.12, 19.6, 77.46, 77.46, 77.46, 77.46, 0, 2.09, 2.28, 1.47, 2.53, 0.56, Circle_5
1, 3, -5416.5, 76.34, 122.65, 135.57, 80.13, 152.27, 37.76, 71.28, 67.36, 54.17, 92.32, 19.37, 76.34, 76.34, 76.34, 76.34, 0, 2.09, 2.33, 1.43, 2.52, 0.59, Circle_5
1, 3, -5681.5, 77.95, 125.15, 136.34, 83.49, 155.63, 37.35, 72.64, 69.76, 54.67, 93.48, 19.57, 77.95, 77.95, 77.95, 77.95, 0, 2.09, 2.31, 1.45, 2.52, 0.56, Circle_5
1, 3, -5430, 78.23, 123.84, 134.03, 81.02, 156.46, 38.74, 71.86, 70.02, 52.26, 93.29, 20.58, 78.23, 78.23, 78.23, 78.23, 0, 2.09, 2.3, 1.42, 2.55, 0.59, Circle_5
1, 3, -5586.5, 77.09, 124.16, 137, 81.84, 153.64, 37.59, 72.14, 68.18, 55.1, 93.13, 19.32, 77.09, 77.09, 77.09, 77.09, 0, 2.09, 2.33, 1.44, 2.51, 0.58, Circle_5
1, 3, -3873.5, 66.13, 106.28, 128.13, 62.24, 128.47, 38.14, 62.24, 52.01, 51.72, 82.98, 17.96, 66.13, 66.13, 66.13, 66.13, 0, 2.09, 2.5, 1.29, 2.5, 0.7, Circle_4
1, 3, -3604.5, 64.92, 103.72, 125.03, 58.8, 127.32, 38.92, 60.84, 51.32, 49.41, 81.81, 18.18, 64.92, 64.92, 64.92, 64.92, 0, 2.09, 2.5, 1.25, 2.53, 0.73, Circle_4
1, 3, -3320, 65.3, 102.72, 125.3, 53.49, 129.39, 42.69, 60.57, 51.1, 47.59, 83.01, 19.52, 65.3, 65.3, 65.3, 65.3, 0, 2.09, 2.55, 1.14, 2.59, 0.82, Circle_4
1, 3, -3524, 66.26, 104.76, 127.31, 56.04, 130.92, 42.23, 61.66, 52.02, 48.94, 84.03, 19.43, 66.26, 66.26, 66.26, 66.26, 0, 2.09, 2.53, 1.18, 2.57, 0.8, Circle_4
1, 3, -3590, 64.6, 103.34, 125.3, 58.8, 125.92, 38.58, 60.61, 50.47, 49.95, 81.42, 18.02, 64.6, 64.6, 64.6, 64.6, 0, 2.09, 2.51, 1.25, 2.52, 0.73, Circle_4
1, 3, -3354.5, 64.88, 102.44, 124.47, 54.49, 128.35, 41.57, 60.32, 50.98, 47.67, 82.3, 19.11, 64.88, 64.88, 64.88, 64.88, 0, 2.09, 2.54, 1.17, 2.58, 0.8, Circle_4
1, 3, -3497.5, 64.78, 102.9, 122.92, 57.45, 128.32, 39.45, 60.4, 52.09, 47.56, 81.55, 18.45, 64.78, 64.78, 64.78, 64.78, 0, 2.09, 2.5, 1.23, 2.56, 0.75, Circle_4
1, 3, -3193, 64.09, 100.44, 120.25, 53.25, 127.82, 41.04, 59.12, 51.52, 45.04, 80.8, 19.05, 64.09, 64.09, 64.09, 64.09, 0, 2.09, 2.52, 1.16, 2.6, 0.81, Circle_4
1, 3, -3545, 63.43, 101.76, 120.83, 59.64, 124.81, 36.53, 59.57, 51.28, 48, 79.44, 17.28, 63.43, 63.43, 63.43, 63.43, 0, 2.09, 2.47, 1.29, 2.52, 0.7, Circle_4
1, 3, -3453.5, 63.88, 101.78, 121.59, 57.49, 126.25, 38.42, 59.71, 51.32, 47.42, 80.37, 18.01, 63.88, 63.88, 63.88, 63.88, 0, 2.09, 2.49, 1.24, 2.55, 0.74, Circle_4
1, 3, -3780.5, 65.09, 104.72, 125.16, 61.85, 127.14, 37.13, 61.29, 51.98, 50.35, 81.54, 17.55, 65.09, 65.09, 65.09, 65.09, 0, 2.09, 2.48, 1.3, 2.5, 0.69, Circle_4
1, 3, -3438.5, 62.55, 100.17, 117.63, 59.08, 123.81, 35.72, 58.61, 51.43, 46.34, 78.06, 17.04, 62.55, 62.55, 62.55, 62.55, 0, 2.09, 2.46, 1.29, 2.53, 0.69, Circle_4
1, 3, -4332, 64.97, 105.46, 98.41, 88.09, 129.88, 21.77, 60.68, 66.31, 44.75, 70.98, 13.99, 64.97, 64.97, 64.97, 64.97, 0, 2.09, 2, 1.8, 2.48, 0.35, Square_4
1, 3, -4232, 65.55, 105.28, 100.65, 84.1, 131.1, 23.84, 60.58, 65.31, 43.74, 72.69, 15.05, 65.55, 65.55, 65.55, 65.55, 0, 2.09, 2.05, 1.73, 2.51, 0.39, Square_4
1, 3, -3985, 65.25, 103.37, 99.82, 79.91, 130.38, 25.43, 59.47, 63.95, 41.77, 72.68, 15.94, 65.25, 65.25, 65.25, 65.25, 0, 2.09, 2.08, 1.67, 2.53, 0.43, Square_4
1, 3, -3888, 65.32, 102.4, 93.72, 83.23, 130.23, 24.67, 58.76, 65.82, 40.09, 70.36, 16.33, 65.32, 65.32, 65.32, 65.32, 0, 2.09, 1.98, 1.76, 2.55, 0.41, Square_4
1, 3, -3613.5, 63.82, 99.18, 88.64, 81.99, 126.92, 24.25, 56.85, 64.81, 38.08, 67.67, 16.32, 63.82, 63.82, 63.82, 63.82, 0, 2.09, 1.93, 1.79, 2.56, 0.41, Square_4
1, 3, -3330, 63.81, 96.75, 84.85, 79.63, 125.78, 25.27, 55.34, 64.23, 35.37, 66.42, 17.33, 63.81, 63.81, 63.81, 63.81, 0, 2.09, 1.9, 1.78, 2.59, 0.44, Square_4
1, 3, -4771, 66.78, 109.78, 105.36, 90.91, 133.06, 21.42, 63.25, 67.36, 48.33, 74.05, 13.34, 66.78, 66.78, 66.78, 66.78, 0, 2.09, 2.05, 1.79, 2.45, 0.33, Square_4
1, 3, -4483.5, 64.68, 106.32, 100.8, 89.27, 128.89, 20.38, 61.24, 65.83, 46.72, 71.16, 12.85, 64.68, 64.68, 64.68, 64.68, 0, 2.09, 2.02, 1.81, 2.45, 0.33, Square_4
1, 3, -4330, 64.36, 104.96, 95.88, 90.43, 128.58, 20.63, 60.39, 66.85, 44.98, 69.34, 13.41, 64.36, 64.36, 64.36, 64.36, 0, 2.09, 1.96, 1.85, 2.47, 0.33, Square_4
1, 3, -4263, 64.91, 104.85, 94.85, 89.9, 129.81, 21.75, 60.28, 67.39, 43.85, 69.61, 14.27, 64.91, 64.91, 64.91, 64.91, 0, 2.09, 1.94, 1.85, 2.49, 0.35, Square_4
1, 3, -4027, 65.68, 103.6, 91.93, 87.78, 131.1, 23.9, 59.45, 67.77, 41, 69.58, 16, 65.68, 65.68, 65.68, 65.68, 0, 2.09, 1.92, 1.83, 2.54, 0.38, Square_4
1, 3, -4270, 65.05, 105.23, 101.24, 84.39, 130.06, 23.1, 60.59, 64.83, 44.5, 72.43, 14.44, 65.05, 65.05, 65.05, 65.05, 0, 2.09, 2.06, 1.73, 2.49, 0.38, Square_4
1, 3, -3241, 67.46, 98.1, 85.62, 78.41, 130.27, 28.09, 55.91, 65.75, 33.31, 68.68, 19.63, 67.46, 67.46, 67.46, 67.46, 0, 2.09, 1.91, 1.73, 2.64, 0.48, Rectangle_4
1, 3, -2920, 69.16, 95.89, 82.39, 75.58, 129.71, 29.48, 54.43, 65.22, 30.14, 67.92, 21.07, 69.16, 69.16, 69.16, 69.16, 0, 2.09, 1.89, 1.71, 2.69, 0.52, Rectangle_4
1, 3, -2828, 68.04, 94.39, 81.74, 73.76, 127.66, 29.09, 53.58, 63.94, 29.71, 67.1, 20.73, 68.04, 68.04, 68.04, 68.04, 0, 2.09, 1.9, 1.69, 2.69, 0.52, Rectangle_4
1, 3, -2954, 69.36, 96.29, 80.06, 78.64, 130.18, 29.35, 54.64, 66.54, 30.26, 67.11, 21.11, 69.36, 69.36, 69.36, 69.36, 0, 2.09, 1.82, 1.78, 2.68, 0.51, Rectangle_4
1, 3, -2972, 71.79, 97.74, 81.32, 78.92, 132.98, 30.54, 55.36, 67.67, 29.81, 68.61, 22.13, 71.79, 71.79, 71.79, 71.79, 0, 2.09, 1.82, 1.76, 2.7, 0.53, Rectangle_4
1, 3, -2732, 70.27, 94.47, 79.65, 74.73, 129.03, 30.03, 53.46, 65.08, 28.3, 67, 21.81, 70.27, 70.27, 70.27, 70.27, 0, 2.09, 1.85, 1.72, 2.71, 0.54, Rectangle_4
1, 3, -2700, 65.56, 91.96, 83.49, 68.41, 123.98, 28.73, 52.34, 60.67, 29.68, 66.67, 19.85, 65.56, 65.56, 65.56, 65.56, 0, 2.09, 2, 1.6, 2.68, 0.54, Rectangle_4
1, 3, -2388, 66.06, 88.54, 75.89, 68.68, 121.05, 28.38, 50.11, 60.53, 26.46, 63.34, 20.53, 66.06, 66.06, 66.06, 66.06, 0, 2.09, 1.89, 1.68, 2.71, 0.55, Rectangle_4
1, 3, -2651, 72.75, 94.92, 82.42, 71.59, 130.75, 31.5, 53.63, 64.68, 27.37, 68.84, 22.84, 72.75, 72.75, 72.75, 72.75, 0, 2.09, 1.92, 1.63, 2.73, 0.57, Rectangle_4
1, 3, -2354, 74.71, 92.32, 79.32, 68.88, 128.76, 31.99, 51.92, 63.56, 24.7, 67.49, 23.65, 74.71, 74.71, 74.71, 74.71, 0, 2.09, 1.92, 1.6, 2.77, 0.6, Rectangle_4
1, 3, -2383.5, 72.92, 91.77, 77.23, 70.61, 127.47, 31.09, 51.65, 63.69, 25.06, 66.2, 23.06, 72.92, 72.92, 72.92, 72.92, 0, 2.09, 1.86, 1.67, 2.76, 0.58, Rectangle_4
1, 3, -2430, 72.78, 92.24, 76.55, 72.25, 127.91, 30.97, 51.93, 64.38, 25.39, 66.01, 23, 72.78, 72.78, 72.78, 72.78, 0, 2.09, 1.83, 1.7, 2.75, 0.57, Rectangle_4
1, 3, -6904, 79.39, 131.9, 136.69, 102.45, 156.55, 27.37, 76.23, 75.52, 61.33, 91.83, 15.26, 79.39, 79.39, 79.39, 79.39, 0, 2.09, 2.18, 1.68, 2.42, 0.37, Square_5
